x	y	z
0.00514608	0.000487805	0.00430809
0.008572	0.00208873	0.00253357
0.00823714	0.00825878	0.0022729
0.00193415	0.00127729	0.00683329
0.00871538	0.0090479	0.0052002
0.000754812	0.0082245	0.00222609
0.00941164	0.00711194	0.00959324
0.00662829	0.00356558	0.00934556
0.00403457	0.00713139	0.00766476
0.00261228	0.00487492	0.00686046
0.00431432	0.00924707	0.00739655
0.000889227	0.00460165	0.00512912
0.00588387	0.00591587	0.00015797
0.00766391	0.00431346	0.00712557
0.00570997	0.000136838	0.00444346
0.0031318	0.00656492	0.0021568
0.000768094	0.00209137	0.000144289
0.000683037	0.00477014	0.00773532
-1.16405e-05	0.00586982	0.0073914
0.00962204	0.00609773	0.000729698
0.00625938	0.00179518	0.0047761
0.00897004	0.007422	0.0049038
0.00618256	0.00588028	0.00402398
0.00366625	0.00686707	0.00766726
0.00717962	0.00105419	0.00953564
0.00373695	0.000560006	0.00273894
0.0015873	0.00724461	0.00739023
0.000751896	0.00680236	0.00573534
0.00414114	0.00209787	0.00867545
0.00921339	0.00448099	0.00268198
0.00884981	0.00979657	0.00292445
0.00911661	0.00785941	0.00709074
0.00781335	0.000142624	0.000670076
0.00300518	0.00251496	0.00323583
0.00568801	0.00224706	0.00837091
0.0030205	0.00640496	0.00475694
0.00953641	0.00972741	0.00520446
0.00407001	0.00939032	0.00869627
0.00995245	0.00378689	0.00629705
0.00287196	0.00533742	0.00220453
0.000646995	0.00887789	0.00160868
0.00960234	0.00335511	7.90908e-05
0.00264338	0.00405864	-8.12115e-05
0.00312969	0.000646178	0.00451415
0.00497749	0.000594504	0.00640496
0.00419463	0.000873059	0.0005165
0.00602599	0.00282369	0.00388957
0.00156681	0.00781015	0.00476533
0.00844593	0.00762395	0.0076861
0.00769768	0.00290356	0.00330934
0.0035737	0.00265062	0.00895147
0.00673767	0.00689307	0.00816194
0.00243665	0.00860227	0.00426928
0.00940677	0.00268225	0.00524123
0.00392585	0.00255308	0.00249965
0.0097332	0.00999768	0.0023118
0.0046102	0.0051876	0.00219908
0.00351667	0.00934995	0.00787833
0.00919026	0.00233857	0.00349805
0.000753536	0.00718854	0.0038949
0.000784618	0.00949144	0.00147007
0.00577969	0.00822555	0.000536083
0.00387842	0.000591962	9.15531e-05
0.00473513	0.00759584	0.0017149
0.00283456	0.00403144	0.00918271
0.00926555	0.00696618	0.00767186
0.00622124	0.00912494	0.00325083
0.00532694	0.00786334	0.00947489
0.00287507	0.00989623	0.000359479
0.00625277	0.00705107	0.0087616
0.000559029	0.00722339	0.00122605
0.00215452	0.00282174	0.00348273
0.00913676	0.00159104	0.00730458
0.00794649	0.00647736	0.0014763
0.00233655	0.0080776	0.000357784
0.00310049	0.00437319	0.00631633
0.00234475	0.00348759	0.00154923
0.00140515	0.00631847	0.00564957
0.00410076	0.00540346	0.00873407
0.00598887	0.00516061	0.00812832
0.00441086	0.0016605	0.000773168
0.00606522	0.00301975	0.00120103
0.00567445	0.0100057	0.00169214
0.00725722	0.00848372	0.00899572
0.00296643	0.0047287	0.00625768
0.00110743	0.00103283	0.00732183
0.00301455	0.00981537	0.00916494
0.00188047	0.00693497	0.00943928
0.00592377	0.00803757	0.000181733
3.12473e-05	0.00426849	0.00510174
0.00949482	0.00185146	0.00985825
0.00279518	0.00782033	0.00369156
0.00760665	0.00439939	0.00146987
0.00840387	0.000831807	0.00302569
0.00588923	0.00243855	0.00649146
8.06435e-06	0.00715956	0.00758967
0.00701858	0.00316155	0.00537083
0.00340905	0.00107252	0.00408115
0.00936168	0.00995152	0.00509946
0.00458705	0.00671589	0.00278577
