x	y	z
0.00664012	0.00119073	0.00528656
0.00954091	0.00233469	0.00448591
0.00563359	0.00570508	0.00288315
0.00182298	0.00350532	0.0047721
0.00906661	0.00831685	0.00503727
0.00270794	0.00788734	0.00149757
-0.00291782	0.00713334	0.00776352
0.00927304	0.000503618	0.00935309
0.00729221	0.00556417	0.008783
0.00319694	0.00489355	0.00888128
0.00502778	0.00791426	0.00669536
0.00257651	0.0019819	0.00541081
0.00316581	0.00903458	0.00293598
0.00985373	0.00224491	0.00494356
0.00598813	0.000187275	0.0013242
0.00216788	0.00445314	0.000794744
0.00395796	7.48048e-05	0.000813279
0.00171282	0.00573631	0.00982797
0.00213957	0.00522015	0.00700965
0.00809299	0.010055	0.00261588
0.00842669	0.00398112	0.00534119
0.0068711	0.00633214	0.00733023
0.00591986	0.00314259	0.00308531
0.000345843	0.00575079	0.00894039
0.00700632	0.000600278	0.00731123
0.00180521	0.00222455	0.00414461
0.00401731	0.0082515	0.00412633
0.00301743	0.00496438	0.00673001
0.00485929	0.00167048	0.00807908
0.00858707	0.00233885	0.00300696
0.00620539	0.00756928	0.00613003
0.00816145	0.00963239	0.00909446
0.00808066	0.000284848	0.000488663
0.000339084	0.0033976	0.00171457
0.00612891	0.00628227	0.00355914
0.00607341	0.00869619	0.00565691
0.00876337	0.00833134	0.00830078
0.0049308	0.00987252	0.00905254
0.00734109	0.00101428	0.0049446
0.00140403	0.00788303	0.000551184
0.000811512	0.0086834	0.000195055
0.00825615	0.00607038	0.00101047
0.000461598	0.00300717	0.00316918
0.00495606	0.00197196	0.00687806
0.00637809	0.000470694	0.0096749
0.0069322	0.0027679	5.96841e-05
0.00690504	0.00350211	0.0064841
0.000396376	0.00828951	0.00207691
0.00821899	0.00708269	0.00720393
0.00460527	0.000618945	0.00506732
0.00191027	-6.91119e-05	0.00933213
0.0064805	0.0092182	0.00682477
0.00172127	0.00868534	0.00740493
0.02182	0.00415827	0.00486767
0.00295409	0.00171252	3.79156e-05
0.00912424	0.00810612	0.00117938
0.0055516	0.00501913	0.00379284
0.0018378	0.00869947	0.00780505
0.00756789	0.00358576	0.00366757
0.00206121	0.00616475	0.0064973
0.00120205	0.00910859	0.000931928
0.00495249	0.00758422	0.000253775
0.000795254	0.000705141	0.000258993
0.00649323	0.00991952	0.00407859
-9.08405e-07	0.00132475	0.00656343
0.00937025	0.00497466	0.00532421
0.00543791	0.00840327	0.000561671
0.00638017	0.00644106	0.00911611
0.00430694	0.00772124	0.00325571
0.00566233	0.0068398	0.00974846
0.00137476	0.00652252	0.00255129
0.00253419	0.00605681	0.00390514
0.00957499	0.0019855	0.00980394
0.00907668	0.00383058	0.000457926
0.00286513	0.00986657	0.00155753
0.000133468	0.00251835	0.00390232
0.00495668	0.00137318	0.000271149
0.00342282	0.0071041	0.00698554
0.00328526	0.00438047	0.00937907
0.00467018	0.00430409	0.00932647
0.00140177	0.00188612	0.000340919
0.00303446	0.00574193	0.00188358
0.00739814	0.00749333	0.00143433
0.00893869	0.00860479	0.00708506
0.000592118	0.00777398	0.00623719
0.00195402	0.00154508	0.00550743
0.00303169	0.00910713	0.00847348
-5.22296e-05	0.00840802	0.00640526
0.00768313	0.00839181	0.00227989
0.000252215	0.00246671	0.0057023
0.00826485	0.00414587	0.00853629
0.00204772	0.00943688	0.00579868
0.0090614	0.00270999	0.000537918
0.00555645	0.00402028	0.0052523
0.00683717	0.0031729	0.00938155
0.00199119	0.00714033	0.00448093
0.00736839	0.00418791	0.00521844
0.00354778	0.00114368	0.00403953
0.00664262	0.00686083	0.00762156
0.00403217	0.00437935	0.00126534
