x	y	z
0.000796108	0.00766116	0.000154877
0.00460829	0.00108253	0.00543249
0.00121545	0.00137153	0.000220259
0.0023891	0.00782632	0.00477213
0.000718485	0.00788838	0.00593327
0.00720607	0.00960378	0.00520639
-0.00291782	0.00702439	0.00299517
0.00414383	0.00402951	0.00931473
0.00936559	0.00598659	0.00300219
0.000220588	0.00479875	0.00128789
0.00139562	0.00258299	0.00975511
0.00595007	0.00468106	0.00397578
0.00300109	0.00676644	0.00695931
0.00122716	0.00725958	0.00401786
0.00457205	0.00149864	0.00283656
0.00707507	0.0048371	0.00772884
0.00782447	0.00972988	0.0025567
0.00352278	0.000817518	0.0026974
0.00878878	0.00852756	0.00895308
8.36895e-05	0.010055	0.00695981
0.00251584	0.00702819	0.00246437
0.00254602	0.0081816	0.00497733
0.00725728	0.00297667	0.007864
0.00276068	0.00859227	0.00245901
0.00788858	0.00291109	0.00344269
0.00836144	0.00615892	0.00295192
0.00828825	0.00312559	0.000565706
0.00850919	0.00574403	0.0016665
0.00120322	0.00384625	0.00891038
9.69715e-05	0.00688278	0.00135254
0.000435696	0.00122482	0.0100156
0.00260413	0.00254047	0.00107958
0.00672018	0.000431663	0.00556808
0.00615625	0.00104421	0.00945797
0.00388434	0.00603772	0.00764185
0.00940386	0.00286398	0.00107524
0.00258027	0.00460709	0.00736266
0.000688984	0.00754649	0.000952883
0.000535734	0.00487962	0.00822252
0.00887715	0.00495172	0.00896819
2.38264e-05	0.00967353	0.00739167
0.00491108	0.00771601	0.00371991
0.00852762	0.00835964	0.00691215
0.00429193	0.00470389	0.00501559
0.000690811	0.001101	0.00690041
0.0069322	0.00678726	0.00238529
0.0024299	4.83257e-05	0.00664134
0.00988307	0.00584914	0.00435799
0.0093743	0.00983821	0.00965862
0.000107214	0.00781895	0.00378879
0.00967291	0.00635934	0.00739422
0.00778972	0.0025951	0.00641957
0.00536337	0.00253826	0.00854526
0.02182	0.00335316	0.00676943
0.00790122	0.00599171	0.00686725
0.00489727	0.00237417	0.00694439
0.000758899	0.00587671	0.0042757
0.00967252	0.00136678	0.0081781
0.00422444	0.00275402	0.00280469
0.00764061	0.00864668	0.00665502
0.000898465	0.00894617	0.00815847
0.00916368	0.00917781	0.00169092
0.00359813	0.000128958	0.00058372
0.00244427	0.00318884	0.00794654
0.00567004	0.00493367	0.000213684
0.00883723	0.00497466	0.00276314
0.00949982	0.00804385	0.00593577
0.00101828	0.00635439	0.00907336
0.00291846	0.0012622	0.00869711
0.00866819	0.00791537	0.00241744
0.00275904	0.00992068	0.00415763
0.000601397	0.00978198	0.00175452
0.00375841	1.25002e-06	0.00517549
0.00332297	0.00270769	0.00564233
0.000174218	0.0007591	0.00453876
0.00480854	0.00813782	0.00390209
0.00818191	0.00745738	0.00686565
0.0014492	0.00211214	0.00399083
0.00743688	0.00958842	0.000818141
0.00866621	0.00866455	0.00322681
0.0034078	0.00073757	0.00254153
0.00156498	0.00805166	0.00578385
0.0013387	0.00018207	0.00273126
0.00037849	0.00798845	0.00326374
0.00735514	0.00758957	0.00634135
0.00628105	0.00104835	0.0052875
0.00294443	0.0052624	0.00801251
0.00978699	0.000908863	0.00162438
0.0011788	0.00658848	0.00942921
0.0062658	0.00741053	0.00106922
0.00550673	0.0074832	0.00324844
0.0058529	0.00120719	0.00490475
0.0016554	0.00875089	0.00985743
3.41726e-05	0.00788509	0.00606197
0.00200933	0.00054677	0.00517765
0.00800072	0.00723822	0.000147568
0.00558754	0.00101552	0.00599427
0.00284149	0.00939837	0.00425143
0.000381575	0.00236444	0.00517583
0.00685701	0.00381292	0.00900571
