x	y	z
0.0036942	0.00757614	0.00972695
0.000348563	0.000167044	0.00465953
0.00807935	0.00841354	0.00334546
0.00295863	0.000872278	0.00570925
0.00731389	0.00398319	0.00687036
0.0028855	0.00867404	0.0089373
0.00941164	0.00691481	0.00626649
0.00246116	0.0085771	0.00927674
0.00604795	0.00373663	0.00295786
0.0027824	0.00473814	0.00854299
0.0022388	0.00249414	0.00616411
0.00549	0.00873072	0.00253198
0.00917864	0.00251366	0.00916256
0.00766391	0.00331053	0.00712557
0.00314756	0.0032034	0.0070901
0.00803899	0.00592499	0.0053762
0.00850111	0.000502559	0.00598271
0.00879864	0.00413545	0.00432353
0.000249115	0.0081535	0.00910347
0.00772907	0.00993493	0.00347319
0.00639073	0.00179517	0.000426631
0.00808093	0.00258785	0.00269867
0.00859904	0.00904221	0.00739561
0.00587987	0.00287535	0.00404078
0.0087755	0.00523569	0.000251019
0.00151251	0.00540231	0.00989506
0.000584814	0.00198319	0.0028123
6.55476e-05	0.00357168	0.00338446
0.00244367	0.00603497	0.00585628
0.00823912	0.00396169	0.000298831
0.00708707	0.0100665	0.00622738
0.00286463	0.00446762	0.00866942
0.00531749	0.00113147	0.00836242
0.00736825	0.00556299	0.0027751
0.00162663	0.00567088	0.00837073
0.00487097	0.00543313	0.0035029
0.00603257	0.00253359	0.00295245
0.00102671	0.00943297	0.00147497
0.00615403	0.00916383	0.00129258
0.00367264	0.00209756	0.00260534
0.000866354	0.00933759	0.00537833
0.001933	0.00154484	0.00848959
0.00264337	0.00628836	0.00957111
0.00645039	0.0085206	0.00293819
0.00786357	0.00173506	0.00343229
0.000876365	0.00351435	0.00472474
0.00203034	0.00339932	0.000115717
0.000211668	0.00339423	0.00932763
0.0094637	0.00739433	0.00789066
0.00413672	0.00387279	0.00725148
0.00115559	0.00743113	0.00544538
0.00910675	0.00562481	0.00038206
0.00902725	0.003452	0.00445936
0.00940677	0.00912305	0.00868251
0.00716507	0.00973602	0.00647023
0.00113733	0.00724419	0.00732436
0.00403797	0.00673802	0.00760825
0.00107468	0.00852204	0.00855336
0.00407694	0.00914046	0.00193689
0.00703053	0.00340178	0.000110477
0.00303569	0.00698514	0.00469901
0.00663195	0.0058935	0.0031366
0.0079893	0.000447953	0.00144122
0.00857109	0.00342922	-4.19225e-06
0.00831282	0.00834212	0.00943415
0.00830103	0.00515571	0.00923695
0.00639909	0.00451463	0.00763424
0.00436957	0.000878925	0.00723965
0.00981745	0.00976448	0.0059764
0.00832803	0.00899731	0.0054718
0.00693664	0.00633142	0.00909716
0.00133117	0.00674809	0.000385432
0.00292178	0.00202136	0.000639616
0.00239828	0.00920437	0.00919117
0.00252847	0.00829445	0.00937459
0.00975277	0.00133887	0.00836476
0.00115571	0.00500243	0.00634002
0.00341312	0.00339449	0.0030503
0.00840073	0.00521746	0.00908595
0.00191292	0.00697747	0.00290004
0.00824125	0.000393168	0.00476715
0.00624888	0.00186487	0.00958662
0.00985982	0.00696168	0.00400921
0.00817438	0.00736845	0.00644819
0.00470865	0.00287429	0.00652482
0.00983141	0.00353236	0.00401203
0.00285666	0.000372172	0.0044714
0.00260255	0.00702487	0.00672103
0.00986904	0.00477452	0.00360097
0.00429821	0.00327175	0.0100461
0.00077311	0.000877852	0.00496202
0.00996982	0.00683787	0.00432363
0.00575899	0.000109334	0.000227583
0.00564271	0.0083682	0.00262081
0.00284288	0.00430831	0.000186379
0.00193111	0.0073368	0.00400992
0.0037961	0.00627173	0.00677475
0.00213097	0.00249575	0.00446457
0.00573721	0.00189586	0.00204283
0.00970152	0.00814332	0.00327881
