x	y	z
0.00270129	0.000379658	0.00413018
-3.19453e-06	0.00499782	0.00549312
0.00224109	0.00175844	0.009485
0.000624475	0.00749778	0.00258879
0.00458721	0.00238064	0.00271869
0.0037123	0.00423041	0.00638398
0.00314856	0.00630236	0.000371004
0.00246093	0.00783391	0.00943462
0.00225779	0.00874567	0.000817054
0.00952193	0.00509507	0.00955489
0.0072529	0.00338185	0.000856242
0.000675631	0.0060377	0.00850259
0.0060486	0.00232462	0.00303178
0.00673443	4.98383e-05	0.00143859
0.00899725	0.00378914	0.00803529
0.00821381	0.00170034	0.00620155
0.00173474	0.00148033	0.00805049
0.0071738	0.00383323	0.00230994
0.0053338	0.00177493	0.00287985
0.00238428	0.00787321	0.00252564
0.00822965	0.00749187	0.00857761
0.00252571	0.00139455	0.00519477
0.00307783	0.00637804	0.00703911
0.00487184	0.00645513	0.00258128
0.00513002	0.00429908	0.00702108
0.0009268	5.48864e-05	0.000694833
0.00998118	0.000901312	0.00917091
0.00748004	0.00524284	0.00254011
0.00740548	0.00295261	0.0016275
0.00392427	0.000457542	0.00651972
0.00211876	0.00372189	0.000399068
0.00269097	0.00215505	0.00927663
0.00899066	0.00183555	0.00681227
0.00817566	0.00706379	0.00535638
0.00910096	0.00529296	0.000570874
0.00117024	0.00668269	0.00464789
0.00953477	0.00676433	0.00126362
0.00579157	0.0049188	0.00385096
0.00077606	0.00883522	0.00970208
0.00563382	0.00487432	0.00280452
0.0026029	0.00657664	0.00503301
0.00633441	0.00466907	0.00863286
0.00299685	0.00799322	0.00246197
0.00456976	0.00369877	0.00766589
0.00141236	0.000864606	0.00462135
0.00353098	0.00316984	0.00486317
0.00362485	0.0091919	0.00562013
0.00229914	0.00651303	0.00669366
0.00611644	0.000700787	0.00254597
0.00843154	0.00388125	0.00405282
0.00397695	0.00907907	0.00655217
0.00369837	0.00590665	0.00759466
0.00598986	0.000512468	0.001032
0.0081725	0.00540044	0.00751378
0.00753862	0.00733892	0.00820482
0.00357749	0.00771037	0.00903258
0.00426783	0.00319656	0.00094341
0.00382233	0.00744851	0.00697944
0.00999864	0.00292687	0.00543307
0.00720409	0.00488756	0.0056299
0.00571794	0.00496689	0.00823535
0.00397489	0.000646175	0.00279454
0.00780245	0.00192955	0.00207041
0.00548107	0.00134594	0.0095938
0.0095366	0.00764035	0.00156295
0.00939041	0.00294265	7.90373e-05
0.00299411	0.000634467	0.00846483
0.00226297	0.00889772	0.00523478
0.000272374	0.00435962	0.0056256
0.000706172	0.00455436	0.00697586
0.00980402	0.00102175	0.00315367
0.00664156	0.000665037	0.00847472
0.00459185	0.00627032	0.00304601
0.00123375	0.00471283	0.00949992
0.00859274	0.00916254	0.0055153
0.00832321	0.00257543	0.00192735
0.00691096	0.00130765	0.00639174
0.00519592	0.00441389	0.00135824
0.00553406	0.00664345	0.00849952
0.00955957	0.00475775	0.00223911
0.00933483	0.00432709	0.00430974
0.00937151	0.00499951	0.00373619
0.00598225	0.000415711	0.00162255
0.00705223	0.00991192	0.0065711
0.00483737	0.000114775	0.00601434
0.00468193	0.0070869	0.0060023
0.00321731	0.00286798	0.000992937
0.000709142	0.00425669	0.00612944
0.00656367	0.00778	0.00981784
0.00264271	0.0030673	0.00783156
0.00502219	0.00880423	0.00887903
0.00601152	0.00684062	0.0085443
0.00469715	0.00450177	0.0025882
0.00495044	0.00159325	0.00918465
0.00295695	0.00889275	1.05839e-05
0.00325327	0.00693194	0.0089084
0.00887202	0.00471464	0.00357172
0.00508995	0.00633879	0.00369599
0.00260523	0.00620521	0.00540516
0.00196398	0.000768351	0.00490515
