Iterazione	Energia	Pressione (p)	Temperatura (T)	p * V	N * kB * T
529	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
530	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
531	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
532	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
533	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
534	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
535	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
536	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
537	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
538	1.90369e-21	0.00126912	0.928508	1.26912e-21	1.28194e-21
539	1.90394e-21	0.00126932	0.928652	1.26932e-21	1.28214e-21
540	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
541	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
542	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
543	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
544	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
545	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
546	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
547	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
548	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
549	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
550	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
551	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
552	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
553	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
554	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
555	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
556	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
557	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
558	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
559	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
560	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
561	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
562	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
563	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
564	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
565	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
566	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
567	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
568	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
569	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
570	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
571	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
572	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
573	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
574	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
575	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
576	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
577	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
578	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
579	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
580	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
581	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
582	1.90434e-21	0.00126956	0.928828	1.26956e-21	1.28239e-21
583	1.90434e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
584	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
585	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
586	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
587	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
588	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
589	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
590	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
591	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
592	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
593	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
594	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
595	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
596	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
597	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
598	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
599	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
600	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
601	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
602	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
603	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
604	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
605	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
606	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
607	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
608	1.90435e-21	0.00126956	0.928829	1.26956e-21	1.28239e-21
609	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
610	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
611	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
612	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
613	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
614	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
615	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
616	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
617	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
618	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
619	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
620	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
621	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
622	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
623	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
624	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
625	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
626	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
627	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
628	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
629	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
630	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
631	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
632	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
633	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
634	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
635	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
636	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
637	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
638	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
639	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
640	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
641	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
642	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
643	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
644	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
645	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
646	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
647	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
648	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
649	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
650	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
651	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
652	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
653	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
654	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
655	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
656	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
657	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
658	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
659	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
660	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
661	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
662	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
663	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
664	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
665	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
666	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
667	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
668	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
669	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
670	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
671	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
672	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
673	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
674	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
675	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
676	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
677	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
678	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
679	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
680	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
681	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
682	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
683	1.90435e-21	0.00126956	0.92883	1.26956e-21	1.28239e-21
684	1.90436e-21	0.00126957	0.928835	1.26957e-21	1.28239e-21
685	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
686	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
687	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
688	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
689	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
690	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
691	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
692	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
693	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
694	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
695	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
696	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
697	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
698	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
699	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
700	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
701	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
702	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
703	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
704	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
705	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
706	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
707	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
708	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
709	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
710	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
711	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
712	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
713	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
714	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
715	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
716	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
717	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
718	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
719	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
720	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
721	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
722	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
723	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
724	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
725	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
726	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
727	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
728	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
729	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
730	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
731	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
732	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
733	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
734	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
735	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
736	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
737	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
738	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
739	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
740	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
741	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
742	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
743	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
744	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
745	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
746	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
747	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
748	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
749	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
750	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
751	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
752	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
753	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
754	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
755	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
756	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
757	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
758	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
759	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
760	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
761	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
762	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
763	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
764	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
765	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
766	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
767	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
768	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
769	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
770	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
771	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
772	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
773	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
774	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
775	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
776	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
777	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
778	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
779	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
780	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
781	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
782	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
783	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
784	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
785	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
786	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
787	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
788	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
789	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
790	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
791	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
792	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
793	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
794	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
795	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
796	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
797	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
798	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
799	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
800	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
801	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
802	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
803	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
804	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
805	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
806	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
807	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
808	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
809	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
810	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
811	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
812	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
813	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
814	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
815	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
816	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
817	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
818	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
819	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
820	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
821	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
822	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
823	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
824	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
825	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
826	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
827	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
828	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
829	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
830	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
831	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
832	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
833	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
834	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
835	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
836	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
837	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
838	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
839	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
840	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
841	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
842	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
843	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
844	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
845	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
846	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
847	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
848	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
849	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
850	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
851	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
852	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
853	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
854	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
855	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
856	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
857	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
858	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
859	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
860	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
861	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
862	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
863	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
864	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
865	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
866	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
867	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
868	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
869	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
870	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
871	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
872	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
873	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
874	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
875	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
876	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
877	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
878	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
879	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
880	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
881	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
882	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
883	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
884	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
885	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
886	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
887	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
888	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
889	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
890	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
891	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
892	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
893	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
894	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
895	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
896	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
897	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
898	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
899	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
900	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
901	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
902	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
903	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
904	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
905	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
