x	y	z
0.00170448	0.00459756	0.00211345
0.00634169	0.00151568	0.00194262
0.0058703	0.00593717	0.000866996
0.00218627	0.0039758	0.00845581
0.00418197	0.00569083	0.00699626
0.00383138	0.00904944	0.00394103
0.00665549	0.0077281	0.00557531
0.000537538	0.00950418	0.00932816
0.00344236	0.00931552	0.00508986
0.00126584	0.00483193	0.00220644
0.00264624	0.00249419	0.00900681
0.00292844	0.00968104	0.00443405
0.00786064	0.00119054	0.00743828
0.00262055	0.00907786	0.00791973
0.00509501	0.000922276	0.00841325
0.00535155	0.00861255	0.00537643
0.00656775	0.00673549	0.001363
0.00168126	0.00254463	0.00184507
0.00494286	0.00736335	0.00826896
0.00790185	0.0077683	0.00904347
0.001268	0.00312	0.0034747
0.000713115	0.00564223	0.00908379
0.00702428	0.0078666	0.00682363
0.0090307	0.00912625	0.00451085
0.00758102	0.00209925	0.00218547
0.00818578	0.00318255	0.00043929
0.00394432	0.00492706	0.00521323
0.00445913	0.00902985	0.0034444
0.00248721	0.0030821	0.00997638
0.00277113	0.00862661	0.00319071
0.00516377	0.00520689	0.00428454
0.00251731	0.00200086	0.00247611
0.00687301	0.000284505	0.00172518
0.00914511	0.000484398	0.00673908
0.00840346	0.00833885	0.00836908
0.00394556	0.00112803	0.00268451
0.00459964	0.00820075	0.000855462
0.00208755	0.00828004	0.00328093
0.00409804	0.00967768	0.00945473
0.0062571	0.000399905	0.00600956
5.0081e-05	0.00931362	0.00459138
0.00731798	0.00285833	0.00221462
0.00357151	0.00445103	0.00673819
0.00102864	0.00233186	0.000930237
0.0017519	0.000879612	0.00105413
0.00203776	0.00339953	0.00156807
0.00399815	0.00128364	0.00200474
0.00625584	0.00666	0.00912404
0.00805819	0.00611161	0.00737151
0.00525959	0.00801762	0.000825352
0.00740462	0.00891422	0.00807507
0.00732983	0.00153822	0.00881027
0.00407961	0.00232799	0.00293459
0.000409822	0.00496107	0.00207337
0.00617877	0.0044876	0.00852182
0.00700847	0.00564438	0.00491759
0.00244204	0.00557541	0.00142637
0.00738425	0.00482299	0.00805766
0.00713686	0.000496652	0.00315244
0.00737866	0.00953048	0.00200133
0.00017696	0.00963031	0.00731274
0.00768476	0.00970255	0.00118625
0.00911046	0.000331341	0.000284321
0.000686686	0.0013449	0.00372067
0.00936475	0.00977289	0.0048966
0.00892609	0.00826987	0.0068407
0.00802879	0.00929615	0.00944222
0.00290129	0.00889772	0.00971455
0.000359148	0.00515062	0.00615215
0.00761261	0.00753753	0.00519012
0.001301	0.00883718	0.00178827
0.00128247	0.00458653	0.00251081
0.00610873	0.000669726	0.000269329
0.00527445	0.00743962	0.00382168
0.0011149	0.00395702	0.00232768
0.00997893	0.00863969	0.00880252
0.00387289	0.00838369	0.00622053
0.00321952	0.00433536	0.00274075
0.00589115	0.00763944	0.00427189
0.00892252	0.00679617	0.00530047
0.00878772	0.00116601	0.0017737
0.00698357	0.00318472	0.00861158
0.00135755	0.0042202	0.00270851
0.00338485	0.00821229	0.00668661
0.00843474	0.0021448	0.00631021
0.00869137	0.000821072	0.00823293
0.00298709	0.00725164	0.00924958
0.00633592	0.00343162	0.00319011
0.00187235	0.00722184	0.0060877
0.000472768	0.00841802	0.00371864
0.00770611	0.00338064	0.00613677
0.00451585	0.00409727	0.00113749
0.00425608	0.00829006	0.00619208
0.00512254	0.00643303	0.00167851
0.00370409	0.000745876	1.05843e-05
0.0044552	0.00720543	0.00532867
0.00614925	0.00100288	0.00552351
0.00306283	0.00648079	0.0041076
0.00441791	0.00302088	0.000666626
0.00586488	0.00799031	0.00628736
