x	y	z
0.00537202	0.00692241	0.00249879
0.00172988	0.000342677	0.00886614
0.00642257	0.00616934	0.00203209
0.0027124	0.00539814	0.00127807
0.00641081	0.00680607	0.0084374
0.00686587	0.00932867	0.0074272
0.00321433	0.00820844	0.00595479
0.00815097	0.00495742	0.0092923
0.00117193	0.00186	0.000172742
0.00149616	0.00474328	0.00728913
0.000757155	0.00879659	0.00766928
0.0091232	0.00263207	0.00306318
0.00497785	0.00412024	0.00236123
0.00772973	0.00111565	0.0024306
0.00377446	0.0025132	0.00624019
0.00993516	0.00138081	0.00814262
0.00163808	0.00374127	0.00454462
0.00658105	0.00204716	0.00982689
0.00487768	0.00954749	0.00992274
0.0020638	0.000452366	0.00620113
0.00895208	0.00649826	0.000786261
0.00639492	0.0070732	0.00715238
0.00833787	0.00513222	0.00856372
0.00653897	0.00566532	0.00159409
0.00840673	0.00425784	0.00711779
0.00262446	0.00898386	0.00712627
0.0046069	0.00013886	0.0098635
0.00480241	0.000286207	0.00124396
0.000898594	0.00511541	0.00713921
0.00840755	0.00148305	0.00198166
0.00732732	0.00527439	0.000496311
0.00902976	0.0099407	0.00703007
0.00547607	0.00100074	0.0067801
0.00163185	0.00366712	0.00604773
0.00756109	0.00409064	0.00231047
0.00163262	0.00966984	0.00156689
0.00369478	0.00183964	0.00480108
0.00195713	0.00598563	0.00776996
0.00829009	0.00352776	0.00413663
0.00683586	0.00757437	0.0061598
0.000782281	0.00976645	0.00878102
0.000883821	0.00425754	0.0067949
0.00742145	0.0100118	0.00308945
0.00971546	0.00864374	0.00788085
0.00485017	0.00146863	0.00353137
0.00494124	0.00759112	0.00374166
0.000185154	0.00191876	0.00569872
0.00409202	0.00435206	0.00353417
0.00871238	0.00117267	0.00899728
0.00927126	0.00119213	0.00927027
0.00473306	0.00157923	0.00626385
0.00855331	0.00949998	0.00244857
0.00748512	0.00950958	0.00226886
0.00995914	0.00192936	0.000240436
0.00922365	0.00848454	0.000834546
0.00139735	0.00329146	0.0097527
0.00201413	0.00637688	0.00900876
0.00468737	0.00452464	0.00842092
0.000574503	0.00645825	0.00238408
0.000832286	0.00566139	0.00570879
0.00216307	0.00780899	0.000624414
0.0084117	0.00727327	0.00252934
0.00546671	0.000204445	0.00108096
0.00766653	0.00879824	0.00508129
0.00274864	0.00296516	0.00751589
0.00835652	0.00139404	0.00432305
0.00829002	0.00589644	0.00219328
0.00210339	0.00213111	0.00800745
0.00717071	0.0050847	9.70011e-05
0.00959866	0.00854259	0.00213557
0.00518171	0.00783902	0.00809327
0.00051192	0.000175454	0.000501478
8.00875e-05	0.00121053	0.00591492
0.000101984	0.00511376	0.00866674
0.0013877	0.00455354	0.00801383
0.00392027	0.00263407	0.00239729
0.00363305	0.00162925	0.00711962
0.00720945	0.000541529	0.00350316
0.00975954	0.00754705	0.00491567
0.00490113	0.0093069	0.000380437
0.00541425	0.000101166	0.00382637
0.0072591	0.00392713	0.00363868
0.00689146	0.00764559	0.00413867
0.00455637	0.00763967	0.00235492
0.000304676	0.00352905	0.00640957
0.00347663	0.0034734	0.000421384
0.00290882	0.00195811	0.0059595
0.00452279	0.00356612	0.00880574
0.00640374	0.00553662	0.00181357
0.00152418	0.0030127	0.000861453
0.00185832	0.00581422	0.00148689
0.0080726	0.00355844	0.00886364
0.00262459	0.00373425	0.00414146
0.00830696	0.00149646	0.0079113
0.000801748	0.00272695	0.00640409
0.00619805	0.00729755	0.00937935
0.00447199	0.00380389	0.00618722
0.00237988	0.00243393	0.00424627
0.0084553	0.00854664	0.00746872
0.00850468	0.00310507	0.00651773
