x	y	z
0.00238365	1.92917e-06	0.00433661
0.000202404	0.00494504	0.00507892
0.0016888	0.00121635	0.00935555
0.000648109	0.00702367	0.00302569
0.00506	0.00243034	0.00278298
0.00329588	0.00430261	0.00622813
0.003302	0.00632378	0.000750485
0.00302192	0.00848348	0.00943301
0.00156679	0.00907808	0.000579676
0.00939791	0.00509111	0.00998356
0.00740151	0.00276049	0.000705594
0.000317427	0.00548334	0.00844188
0.00547204	0.00166307	0.00370234
0.0071989	0.000363311	0.00190153
0.0089557	0.00370892	0.0086967
0.00800829	0.00214878	0.00649117
0.00241136	0.00105259	0.00790863
0.00739248	0.00403706	0.00285248
0.00487768	0.00163735	0.00296068
0.00283365	0.00824199	0.00265273
0.00868938	0.00702819	0.00869747
0.00310112	0.0014587	0.00528247
0.0031839	0.0057951	0.00667617
0.00554228	0.00627014	0.00229411
0.00516699	0.00420285	0.00634409
0.00133658	0.000206217	0.000992989
0.00961308	0.0011148	0.0098635
0.00699943	0.00563264	0.00275111
0.00755773	0.00286193	0.00175399
0.0046975	0.000218699	0.00672542
0.00155785	0.00419441	0.000107775
0.00208314	0.00269463	0.00970172
0.00905295	0.00180365	0.00703768
0.00761015	0.00725102	0.005679
0.00913852	0.00473188	0.000990778
0.00181766	0.0071698	0.00483797
0.008911	0.00670164	0.000763703
0.00597415	0.0050211	0.00434974
0.000222377	0.00824551	0.0094135
0.00594546	0.00541431	0.00315507
0.00250322	0.00661429	0.00522617
0.00604754	0.00524522	0.00883707
0.00259466	0.00824084	0.00262465
0.00418245	0.00398019	0.00816748
0.00111527	0.000838343	0.00392772
0.00411167	0.00276793	0.00476616
0.0038115	0.00933531	0.00617029
0.00186638	0.0066159	0.00612657
0.00614562	0.000480584	0.00261846
0.00777854	0.00339834	0.00367619
0.0043298	0.00850214	0.00663301
0.0037529	0.00639982	0.00731101
0.00583659	-6.58811e-05	0.00036675
0.00774124	0.00509288	0.00743206
0.00733168	0.00716072	0.00765007
0.00332729	0.00811209	0.00927261
0.00446748	0.00323227	0.000605346
0.00417852	0.0078662	0.00699566
0.00965325	0.00319266	0.0053988
0.00781509	0.0046709	0.00618208
0.00562927	0.005048	0.00769713
0.00379943	0.000782214	0.00273465
0.00845645	0.00190554	0.00203489
0.00510903	0.0019059	0.00909157
0.00996622	0.0070662	0.00100735
0.00941586	0.00337626	0.000294804
0.00282787	0.000786047	0.00789469
0.00248638	0.00859603	0.00531089
0.000576077	0.00482104	0.0062399
0.000580926	0.00459917	0.00664691
0.00997698	0.000873134	0.0034348
0.00656135	-2.05939e-05	0.00838524
0.00431211	0.00618598	0.00239799
0.000992607	0.00415133	0.00971599
0.00848043	0.0087834	0.00576835
0.00898423	0.00297083	0.00153366
0.00747039	0.000857316	0.00669148
0.00475411	0.00460116	0.00109556
0.00537372	0.00643831	0.00889537
0.00928086	0.00458373	0.001984
0.009973	0.00427914	0.0042186
0.00872862	0.00557692	0.00441874
0.00552116	0.000947041	0.00146055
0.00669568	0.00988639	0.00697539
0.00433374	0.00039141	0.00601973
0.0053729	0.00691973	0.0064047
0.0032159	0.00263244	0.00113964
0.000311671	0.0039248	0.00530748
0.00619049	0.00785514	0.00927386
0.00259568	0.0034495	0.00795893
0.00476359	0.00831732	0.00853512
0.00585246	0.00649755	0.00809741
0.00438836	0.00486041	0.00215298
0.00434796	0.00227083	0.00871553
0.00315811	0.00904857	0.000448496
0.00283254	0.00693609	0.00824893
0.00895894	0.00491198	0.00358311
0.0050595	0.00584181	0.00370216
0.00202843	0.00554962	0.00594016
0.00184634	0.000273051	0.00522767
