x	y	z
0.00700204	0.00497603	0.00356591
0.000672397	7.37073e-05	0.00673583
0.00926283	0.0089554	0.00269786
0.00283304	0.00295985	0.00352501
0.00884228	0.0070618	0.00876785
0.00472388	0.00895637	0.00822657
0.00242527	0.00831858	0.00400317
0.00526588	0.0082979	0.00928408
0.0023565	0.000150448	0.00139354
0.00213397	0.00472296	0.00949367
0.00153884	0.00560101	0.00690497
0.00728013	0.00548334	0.00274884
0.00794301	0.000718003	0.00580979
0.00998573	0.00111565	0.00481143
0.00347166	0.002878	0.00964151
0.00905931	0.00368473	0.00665631
0.00511785	0.00154144	0.00527417
0.00770456	0.00310063	0.00703712
0.00253117	0.00883912	0.0095064
0.00437336	0.00234714	0.00554938
0.00868938	0.0041136	0.000169803
0.0034305	0.00740132	0.0067095
0.00863908	0.00811518	0.00750197
0.00992773	0.00445567	0.00299413
0.00859607	0.00475281	0.00363615
0.000517019	0.0071678	0.00865959
0.00195657	0.00093181	0.00630159
0.00233077	0.00162281	0.00232911
0.00168202	0.00558164	0.00648864
0.00912102	0.000724438	0.00170443
0.00989153	0.00770436	0.00282753
0.00590378	0.00716561	0.00921596
0.00515575	0.00116497	0.00793919
0.00454021	0.00462995	0.00438848
0.00736793	0.00697622	0.00015097
0.00163262	0.00786425	0.00254822
0.00561094	0.000381042	0.00149777
0.00289617	0.00545952	0.00976509
0.00892285	0.0065606	0.00265251
0.00523314	0.00479715	0.00435696
0.000974684	0.00955474	0.00725751
0.000555966	0.0012945	0.00784516
0.00535282	0.0087367	0.0022528
0.00838754	0.00993024	0.00530124
0.00637809	0.00160369	-3.58502e-05
0.0019548	0.00552404	0.00424007
0.00114507	0.00265632	0.00286929
0.00186638	0.00382285	0.00645062
0.00886239	4.01683e-05	0.00937006
0.00740536	0.00119213	0.00883996
0.00291841	0.00454619	0.00584853
0.00883385	0.00809082	0.000989834
0.008266	0.00653789	0.00112759
0.00774124	0.00351112	0.000170388
0.00815942	0.00940104	0.00368755
0.000110726	0.00535744	0.0085182
0.00304112	0.00656066	0.00929854
0.00285552	0.00667279	0.00850421
0.00235078	0.00782525	0.0022079
0.00397455	0.00454709	0.00286903
0.00261848	0.00739136	0.00200821
0.0075093	0.00657363	0.00283731
0.00883017	0.000327912	0.00126362
0.00958466	0.00591308	0.00250326
0.00584189	0.00591791	0.00973833
0.00822591	0.00362404	0.00691263
0.00743508	0.00511689	0.00512544
0.00325237	0.000579534	0.00761602
0.00873259	0.00745767	0.00290518
0.00895453	0.00877305	0.00382732
0.00607155	0.00707447	0.009539
0.00092595	0.00331222	4.07388e-05
0.00151738	0.00164318	0.0025831
0.00133515	0.00800103	0.00977771
0.00196539	0.00650578	0.00931766
0.00717567	0.000613491	0.00498817
0.00075505	0.000600004	0.00557832
0.00499964	0.000299884	0.00494772
0.00936531	0.00643831	0.00702257
0.00346777	0.00841199	0.00169245
0.00869655	0.00014186	0.00429704
0.00946338	0.000957503	0.00714896
0.0087888	0.00962471	0.0044666
0.00639006	0.00750836	0.00443413
0.00217531	0.000206844	0.00643235
0.00688991	0.00408157	0.00241582
0.00289088	0.000744303	0.00520509
0.00241723	0.00518019	0.0054916
0.00832291	0.0051502	0.000881031
0.00176527	0.00104713	0.000206301
0.000517419	0.00331111	0.00324895
0.00888816	0.00532191	0.00656495
0.00421198	0.00189145	0.00190442
0.00865122	0.0049811	0.0054986
0.00183625	0.00352828	0.00325113
0.00403451	0.00731868	0.00730691
0.00408739	0.00491198	0.00633941
0.00222327	2.00193e-05	0.00427807
0.00862009	0.00517499	0.00471731
0.00910998	0.00565389	0.00485908
