x	y	z
0.00768121	0.00416503	0.00401055
0.000231779	3.63505e-05	0.0058482
0.00965731	0.00996148	0.00297526
0.00288331	0.00194389	0.00446124
0.00985539	0.00716835	0.00890554
0.00383138	0.00880124	0.00855965
0.0020965	0.00836447	0.00319
0.00406376	0.00968976	0.00928065
0.00383721	0.00048286	0.00190221
0.00239973	0.00471449	0.00967738
0.00186455	0.00426952	0.00658651
0.00651219	0.00667137	0.00261787
0.00917849	0.000623496	0.0072467
0.00899043	0.00205607	0.00580344
0.0033455	0.00302999	0.00898014
0.00862139	0.00464469	0.00603702
0.00656775	0.000624841	0.00557815
0.0081727	0.00353958	0.00587472
0.00155346	0.00854397	0.00933293
0.00533567	0.00313663	0.00527782
0.00770424	0.00312	8.41843e-05
0.00219533	0.00753804	0.00652497
0.00876458	0.00935807	0.00705958
0.00843269	0.00395165	0.00357749
0.00867496	0.00495904	0.00218547
0.000341398	0.0064111	0.00929848
0.00085226	0.00138928	0.00481746
0.00130092	0.0024582	0.00278125
0.00200845	0.00577591	0.00621758
0.00805082	0.0016727	0.00158892
0.00868956	0.00871685	0.00428454
0.00460129	0.00600932	0.00988388
0.00502229	0.0012334	0.00842214
0.00575203	0.00503114	0.00369713
0.00728745	0.00817854	0.000690846
0.00302038	0.00682257	0.0029571
0.00640934	0.000178459	0.000121393
0.00328744	0.00524031	0.00869627
0.00773642	0.00782428	0.00203413
0.00456534	0.00363998	0.00360578
0.00105485	0.00946652	0.00662272
0.00117069	5.99041e-05	0.00828277
0.0044909	0.00820542	0.0019042
0.00755759	0.00932719	0.00422641
0.00701472	0.00165996	0.00145049
0.000710449	0.00466275	0.00444774
0.00154504	0.00296363	0.00169036
0.000939028	0.00360234	0.00766581
0.00892489	0.000386209	0.00952539
0.00600594	0.00222629	0.00803312
0.0021623	0.00578243	0.00567549
0.00895075	0.00703395	0.000382029
0.00859137	0.00529968	0.00255417
0.00681711	0.00417019	0.000345508
0.00771599	0.00978292	0.00487631
0.000360904	0.00621827	0.00800383
0.00346902	0.00663723	0.0085741
0.00209225	0.00756785	0.00853892
0.00309089	0.00839483	0.00213449
0.00528382	0.0040828	0.0016858
0.00280824	0.00721735	0.00316137
0.0071333	0.00628212	0.00296563
0.00985789	0.000379356	0.00133974
0.00963794	0.00471092	0.00142908
0.00713074	0.00714822	0.00854774
0.0081715	0.00455321	0.00799163
0.00707885	0.00479207	0.00634717
0.00373111	1.92412e-05	0.00745292
0.00938338	0.00844641	0.00422152
0.00868615	0.00886907	0.00453222
0.00644232	0.00675591	0.00990043
0.00109846	0.00478258	0.000130327
0.00211625	0.00182345	0.00119484
0.00184898	0.00920407	0.00980857
0.00220609	0.00731921	0.00986093
0.00853209	0.0002206	0.0060677
0.000355327	0.00156492	0.00493611
0.00407889	0.000662351	0.00554962
0.00899571	0.00597633	0.00790045
0.00287053	0.0080391	0.00223912
0.0100642	0.000243597	0.00449316
0.0080857	0.000215097	0.00861158
0.00957936	0.00848291	0.00460324
0.0071541	0.00745365	0.00530047
0.00325452	0.00103739	0.00644184
0.00831211	0.00433498	0.00324684
0.0028834	0.000238551	0.00489075
0.00153992	0.00585271	0.0041107
0.00912257	0.00498919	0.0020467
0.00186572	0.000228147	4.25133e-05
3.3206e-05	0.00226815	0.00398314
0.00922798	0.00605669	0.00560716
0.0048734	0.00112362	0.000972324
0.00736024	0.00643303	0.00449331
0.00226729	0.00386217	0.0019374
0.00313303	0.00732748	0.00589388
0.00392715	0.00537368	0.00640282
0.00215802	0.00108498	0.00429132
0.00738416	0.00377014	0.00357089
0.00936219	0.0067159	0.00416797
